StampID;ArtifactID;StampPosition;StampPreservation;StampPreservationComment;StampReliefType;StampContentType;StampShapeType;StampAxisLarge;StampAxisSmall;StampOriginType;StampNameMagist;StampNameFabric;StampLegend;StampLegendComment;StampEmblem;StampDateText;StampDateEarly;StampDateLate;StampGroupFinkelstein;StampGroupGarlan;XImageLink300px;XImageLink1000px;ZImageLink300px;ZImageLink1000px;GImageLink300px;GImageLink1000px;StampComment;StampPublished
297;297;горло;неполная;фото;негативное;эпиграфное;подпрямоугольное;37;20;;;;"[Διο]νσίο- [υ ἐπ]ι` Γέρο";;нет;20-е гг. IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0087X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0087X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0087Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0087Z.png;;;Гераклея. 20-е гг. IV в. до н.э. Хр. гр. V- А. Кац. 2007.;
298;298;горло;неполная;фото;негативное;эпиграфное;без рамки;18;6;;;;"Δ[αμοφῶν [ἐπι` Μοδο]";;нет;80-е гг. IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0066X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0066X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0066Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0066Z.png;;;Гераклея. 80-е гг. IV в. до н.э. Хр. гр. II- А. Кац. 2007.;
299;299;горло;неполная;фото;негативное;эпиграфное;без рамки;26;20;;;;"[---] → [Αμ]φιτ[α]";;Между строк эмблема - канфар;50-е гг. IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0040X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0040X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0040Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0040Z.png;;;Гераклея. 50-е гг. IV в. до н.э. Хр. гр. IV- А. Кац. 2007.;
300;300;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;55;26;;;;"Φιντίος ↑ ὰστυνό(μου) → [Νο]υμηνί(ου) →";;Справа эмблемы: колос. собака вправо. зерно.;340-330 гг. до н.э.;-340;-330;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0033X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0033X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0033Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0033Z.png;;;Синопа. 340-330 гг. до н.э.. Федосеев. 1999.;
301;301;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;58;19;;;;"[Χ]α[ριξεν]ίδου ὰστυνό(μου) [Σ]ινωπ[ι(ων)] ↑↑";;Справа две эмблемы — цветок. канфар.;330-320 гг. до н.э.;-330;-320;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0019X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0019X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0019Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0019Z.png;;;Синопа. 330-320 гг. до н.э.. Федосеев. 1999.;
302;302;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;57;20;;;;"ὰστυνόμου Ἀττάλου ← Ἀγχιἀλου";;Справа эмблема — голова влево.;290-285 гг. до н.э.;-290;-285;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0045X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0045X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0045Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0045Z.png;;;Синопа. 290-285 гг. до н.э.. Федосеев. 1999.;
303;303;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;57;16;;;;"[Φ]ίντ[ια] ↓ ↑ ὰστυνό(μου) [...]ο.";;Справа две эмблемы – палица вниз и канфар.;340-330 гг. до н.э.;-340;-330;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0037X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0037X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0037Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0037Z.png;;;Синопа. 340-330 гг. до н.э. Федосеев. 1999.;
304;304;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;56;23;;;;"[ὰστυνόμοῦν]- [τος] Δημητρίου τοῦ Θευγνήτου  ᾙρακλείδου ↑";;Справа эмблема — канфар.;около 290 г. до н.э.;-291;-289;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0030X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0030X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0030Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0030Z.png;;;Синопа. около 290 г. до н.э. Федосеев. 1999.;
305;305;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;29;15;;;;Νικο;;нет;IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0020X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0020X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0020Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0020Z.png;;;"Имя в сокращении. ню – ретроградно. Фасос. IV в. до н.э.";
306;306;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;34;13;;;;"Ἐπι` Ξενο- στράτου";;нет;219-210 гг. до н.э.;-219;-210;II-b;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0021X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0021X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0021Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0021Z.png;;;Родос. 219-210 гг. до н.э. Хр. гр. II-b. Finkielsztjn. 2001.;
307;307;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;38;14;фабрикантское;;;Νικαγόρα↑;;Справа эмблема — цветок.;145-108 гг. до н.э.;-145;-108;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0055X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0055X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0055Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0055Z.png;;;Родос. 145-108 гг. до н.э.;
308;308;ручка;полная;фото;позитивное;эпиграфное;округлое;30;30;;;;[Δαμο]κρά[τ]ευς;;в центре цветок;220-180 гг. до н.э.;-220;-180;II/III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0022X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0022X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0022Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0022Z.png;;;"Родос. 220-180 гг. до н.э. Хр. гр. II/III. Finkielsztjn. 2001.";
309;309;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;44;16;;;;"Ἐπι` Καλλι- κράτευς Ἀγριανίου";;нет;около 177-175 гг. до н.э.;-178;-174;III-с;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0091X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0091X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0091Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0091Z.png;;;Родос. около 177-175 гг. до н.э. Хр. гр. III-с. Finkielsztjn. 2001.;
310;310;ручка;неполная;фото;позитивное;эпиграфное;листовидное;27;22;;;;"[---]  Ἐπί[γονος]";;нет;234-199 гг. до н.э.;-234;-199;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0049X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0049X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0049Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0049Z.png;;;"Листовидные клейма использовались в мастерской Эпигона 1. Родос. 234-199 гг. до н.э. Хр. гр. II. Finkielsztjn. 2001.";
311;311;ручка;полная;фото;позитивное;эпиграфное;округлое;26;24;;;;"[Ἐ]πι` Νίκωνος ΜΑ";;нет;234-220 гг. до н.э.;-234;-220;II-а;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0056X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0056X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0056Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0056Z.png;;;"На ручке клеймо в округлой рамке. легенда по периметру. вокруг монограммы в круге в центре (буквы мю и альфа в лигатуре). Родос. 234-220 гг. до н.э. Хр. гр. II-а. Finkielsztjn. 2001.";
312;312;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;18;7;;;;ΣΥΜ;;нет;около 173/171 гг. до н.э.;-174;-170;III-d;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0093X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0093X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0093Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0093Z.png;;;"Хр. гр.- III-d. Finkielsztjn. 2001. Родос. ок. 173/171 гг. до н.э.";
313;313;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;62;20;;;;"[ὰστυνόμου] [ Ἀντιπάτρου] τ[οῦ] Νίκ[ωνος] Σ[τέφ]ανος →";;Справа эмблема — прора вправо.;250-240 гг. до н.э.;-250;-240;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0025X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0025X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0025Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0025Z.png;;;Синопа. 250-240 гг. до н.э. Федосеев. 1999.;
314;314;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;61;23;;;;"[Ἀρι]στοβο[ύλο(υ)] [ὰ]στυνό(μου) Μαντιθέ(ου) ↑→";;Справа две эмблемы — кувшин и голова Гермеса в петасе вправо.;330-320 гг. до н.э.;-330;-320;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0067X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0067X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0067Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0067Z.png;;;Синопа. 330-320 гг. до н.э. Федосеев. 1999.;
315;315;ручка;полная;фото;позитивное;анэпиграфное;округлое;23;22;;;;нет;;кувшин в округлой рамке из выпуклых точек.;IV до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0102X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0102X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0102Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0102Z.png;;;Менда. IV до н.э.;
316;316;ручка;полная;фото;позитивное;эпиграфное;подквадратное;16;15;;;;Κ Λ;;Буквы расположены в центре венка.;IV-III вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0023X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0023X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0023Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0023Z.png;;;"Легенда в виде монограммы. Фасос. IV-III вв. до н.э.";
317;317;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;21;6;;;;не определяется;;нет;середина IV-III вв. до н.э.;;;;;SF0282;SF0282;;;;;Фасос. середина IV-III вв. до н.э.;
318;318;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;34;23;;;;"Θομα- [.]ην[.]";;нет;III-II вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0101X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0101X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0101Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0101Z.png;;;III-II вв. до н.э.;
319;319;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;18;10;;;;[---]σ[---];;в центре часть неясной эмблемы.;середина IV-III вв. до н.э.;;;;;SF0287;SF0287;;;;;Фасос. середина IV-III вв. до н.э.;
320;320;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;53;25;;;;"Πολυχάρμου ὰστυνό(μου) ↑↓↑ Νουμηνίου";;Справа три эмблемы — канфар. гроздь. колос вверх.;320-315 гг. до н.э.;-320;-315;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0043X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0043X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0043Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0043Z.png;;;Гераклея. 320-315 гг. до н.э.. Федосеев. 1999.;
321;321;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;55;20;;;;"Κ[αλλιστράτ]ο ὰστυνό(μου) → Μανεω →";;Эмблемы справа – голова барана (или астрагал?) и колос.;350-345 гг. до н.э.;-350;-345;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0032X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0032X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0032Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0032Z.png;;;Синопа. 350-345 гг. до н.э.. Федосеев. 1999.;
322;322;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;25;22;;;;не определяется;;Справа — аплюстре. или украшение носа корабля.;вторая половина IV- III в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0058X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0058X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0058Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0058Z.png;;;Синопа. вторая половина IV- III в. до н.э.;
323;323;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;46;23;;;;"[Ποσίος] [ὰ]στυνό(μου) ↑ [Ποσ]ειδωνίο(υ)";;Справа эмблема — голова Гелиоса.;340-330 гг. до н.э.;-340;-330;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0050X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0050X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0050Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0050Z.png;;;Синопа. 340-330 гг. до н.э. Федосеев. 1999.;
324;324;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;37;15;;;;"[ὰστυνόμου] [Ποσιδ]είου τοῦ [Ἡφα]ιστοδώρου";;нет;315-305 гг. до н.э.;-315;-305;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0048X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0048X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0048Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0048Z.png;;;Синопа. 315-305 гг. до н.э. по Федосееву. 1999.;
325;325;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;34;18;;;;"Ἐπι` Παυσα[νία] Θευδα[ισίου]";;нет;209-199 гг. до н.э.;-209;-199;II-с;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0026X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0026X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0026Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0026Z.png;;;"Родос. 209-199 гг. до н.э.  Хр. гр. II-с. по Finkielsztjn. 2001.";
326;326;ручка;полная;фото;позитивное;эпиграфное;округлое;28;27;;;;Ἐ[πι`] Ἱάσονος Δα[λίου];;в центре цветок;107-88/86 гг. до н.э.;-107;-86;VI;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0060X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0060X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0060Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0060Z.png;;;"Родос. 107-88/86 гг. до н.э.  Хр. гр. VI. Finkielsztjn. 2001.";
327;327;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;36;14;;;;"[---]α [---]ισιο";;нет;III в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0029X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0029X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0029Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0029Z.png;;;III в. до н.э.;
328;328;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;40;14;;;;"Ἐπι` Ἀνα[ξι]- βούλου Πανάμ[ου]";;нет;145-133 гг. до н.э.;-145;-133;Vа;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0035X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0035X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0035Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0035Z.png;;;"Родос. 145-133 гг. до н.э. Хр. гр. Vа. Finkielsztjn. 2001.";
329;329;ручка;полная;фото;позитивное;эпиграфное;овальное;28;10;;;;↑ ΝΙΚΟ;;справа эмблема — палица вертикально.;конец III – начало I вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0103X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0103X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0103Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0103Z.png;;;"Имя в сокращении.  Кос. конец III – начало I вв. до н.э.";
330;330;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;32;18;;;;"Ὀνα- σίμου";;нет;270-246 гг. до н.э.;-270;-246;I-b;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0064X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0064X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0064Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0064Z.png;;;"Родос. 270-246 гг. до н.э. Хр. гр. I-b. Finkielsztjn. 2001.";
331;331;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;31;15;;;;"[---]  →  .αυ.";;в центре неясная эмблема;Вторая половина IV- III в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0024X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0024X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0024Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0024Z.png;;;"Клеймо не определяется. Вторая половина IV- III в. до н.э.";
332;332;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;44;17;;;;Δίου;;нет;198-161 гг. до н.э.;-198;-161;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0061X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0061X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0061Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0061Z.png;;;Родос. 198-161 гг. до н.э.;
333;333;ручка;полная;фото;позитивное;эпиграфное;листовидное;29;25;;;;"Ἐπι`Ευφρά(νορος) Ἐπίγο(νος)";;нет;около 209 г. до н.э.;-210;-208;II-с;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0051X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0051X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0051Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0051Z.png;;;"Эпсилон лунарная. Родос. около 209 г. до н.э. Хр. гр. II-с. Finkielsztjn. 2001.";
334;334;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;24;12;фабрикантское;;;"Θεσμοφορί[ου] Δαμονίκ[ου]";;нет;234-199 гг. до н.э.;-234;-199;II;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0034X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0034X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0034Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0034Z.png;;;Родос. 234-199 гг. до н.э. Хр. гр. II. Finkielsztjn. 2001.;
335;335;горло;неполная;фото;позитивное;эпиграфное;подпрямоугольное;32;19;;;;"[Θάσιον| Φιλ]οκρ|ά(της) гроздь ← [Θεό]δοτος";;гроздь винограда;358-351 гг. до н.э.;-358;-351;;F-1;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0100X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0100X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0100Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0100Z.png;;;"Фасос. 358-351 гг. до н.э. Магистрат Φιλοκρά(της). Хр. гр. F-1. Garlan.";
336;336;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;55;21;;;;"[Πο]σειδωνίο [ὰστυνόμου]?→ Νουμηνίο ↑";;Справа внизу две эмблемы – зерно. треножник (?).;335-325 гг. до н.э.;-335;-325;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0108X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0108X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0108Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0108Z.png;;;Синопа. 335-325 гг. до н.э. по Н. Федосееву.;
337;337;ручка;неполная;фото;позитивное;эпиграфное;подквадратное;23;21;;;;Τιμα│ναξ(..);;справа эмблема- нос корабля влево;305-280 гг. до н.э.;-305;-280;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0118X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0118X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0118Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0118Z.png;;;"Книд. 305-280 гг. до н.э.  Хр. гр. Ib. Н. Ефремов.";
338;338;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;40;11;;;;Τεχν[ων];;нет;II-I вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0117X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0117X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0117Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0117Z.png;;;"Эпсилон лунарная. Кос. II-I вв. до н.э.";
339;339;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;30;24;;;;"̓Επ’ ἰερέ- ως ̓Αγε- [σ]τράτου";;нет;около 247 г. до н.э.;-248;-246;Ib;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0106X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0106X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0106Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0106Z.png;;;"Клеймо эпонимное с указанием жреческого титула.  Родос. около 247 г. до н.э.  Ib - G. Finkielsztjn";
340;340;горло;неполная;фото;негативное;эпиграфное;без рамки;43;12;;;;[..]χενιου;;нет;IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0107X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0107X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0107Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0107Z.png;;;Гераклея. IV в. до н.э.;
341;341;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;29;31;;;;"[κεραμ]έως [Νικοστ]ράτου τοὔ [Θεοπρό]που →";;Справа внизу эмблема герма вправо.;последняя четверть IV – начало III вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0111X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0111X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0111Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0111Z.png;;;Синопа. последняя четверть IV – начало III вв. до н.э.;
342;342;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;19;16;;;;Ζήν(ων);;нет;280-250 гг. до н.э.;-280;-250;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0112X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0112X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0112Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0112Z.png;;;"Легенда – монограмма буквы Ζ. Η. Ν в лигатуре.  Книд. 280-250 гг. до н.э. по Н. Ефремов.";
343;343;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;32;18;;;;"Λάβρο(ς) Κίρων";;нет;390-380 гг. до н.э.;-390;-380;;В;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0119X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0119X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0119Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0119Z.png;;;"Фасос. 390-380 гг. до н.э. Хр. гр. В-Garlan.";
344;344;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;60;31;;;;"[Φημ]ίου ὰστυνόμου ↓↑ Π[οσε]ιδωνίου";;Справа две эмблемы: гроздь винограда и колос вверх.;315-305 гг. до н.э.;-315;-305;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0115X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0115X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0115Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0115Z.png;;;Синопа. 315-305 гг. до н.э. по Н. Федосееву.;
345;345;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;40;27;;;;"ὰσ[τυνόμου] Να[ύπωνος] [---]";;нет;300-295 гг. до н.э.;-300;-295;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0114X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0114X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0114Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0114Z.png;;;Синопа. 300-295 гг. до н.э. по Н. Федосееву.;
346;346;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;59;28;;;;"ὰστ[υνόμ]ου  ̓Αττάλου [Φιλοκ]ράτου";;Справа эмблема-голова Аполлона влево.;290-285 гг. до н.э.;-290;-285;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0113X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0113X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0113Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0113Z.png;;;Синопа. 290-285 гг. до н.э. по Н. Федосееву.;
